#,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Power,Is_Augmented
22,Fearow,423,60,88,63,60,57,95,1,0,Flying,1
22,Fearow,446,66,87,68,63,58,104,1,0,Flying,1
22,Fearow,425,57,86,53,62,64,103,1,0,Flying,1
22,Fearow,435,65,82,65,62,59,102,1,0,Flying,1
22,Fearow,434,67,90,66,58,57,96,1,0,Flying,1
22,Fearow,437,64,93,60,61,63,96,1,0,Flying,1
22,Fearow,442,67,85,70,59,59,102,1,0,Flying,1
22,Fearow,442,66,96,67,59,63,91,1,0,Flying,1
22,Fearow,451,66,95,66,64,58,102,1,0,Flying,1
22,Fearow,419,61,83,61,64,56,94,1,0,Flying,1
22,Fearow,440,61,88,65,66,63,97,1,0,Flying,1
22,Fearow,447,68,80,70,61,65,103,1,0,Flying,1
22,Fearow,438,65,88,65,62,56,102,1,0,Flying,1
22,Fearow,451,63,95,67,60,60,106,1,0,Flying,1
22,Fearow,456,64,93,67,62,63,107,1,0,Flying,1
22,Fearow,437,65,89,68,60,60,95,1,0,Flying,1
22,Fearow,462,68,97,67,65,59,106,1,0,Flying,1
22,Fearow,432,64,92,61,60,60,95,1,0,Flying,1
22,Fearow,438,64,90,63,61,56,104,1,0,Flying,1
22,Fearow,435,67,92,63,62,63,88,1,0,Flying,1
22,Fearow,433,61,88,66,61,63,94,1,0,Flying,1
22,Fearow,445,63,88,62,66,63,103,1,0,Flying,1
22,Fearow,434,67,90,63,59,62,93,1,0,Flying,1
22,Fearow,443,63,91,63,61,59,106,1,0,Flying,1
22,Fearow,428,59,88,60,63,57,101,1,0,Flying,1
22,Fearow,450,65,93,62,64,62,104,1,0,Flying,1
22,Fearow,447,63,92,67,59,63,103,1,0,Flying,1
22,Fearow,435,67,85,66,58,60,99,1,0,Flying,1
22,Fearow,442,69,90,62,60,60,101,1,0,Flying,1
22,Fearow,437,65,96,64,54,56,102,1,0,Flying,1
22,Fearow,446,65,93,63,57,68,100,1,0,Flying,1
22,Fearow,452,69,91,65,67,59,101,1,0,Flying,1
22,Fearow,451,69,89,68,66,63,96,1,0,Flying,1
22,Fearow,433,60,88,63,66,59,97,1,0,Flying,1
22,Fearow,460,70,94,65,66,57,108,1,0,Flying,1
22,Fearow,439,61,94,68,60,61,95,1,0,Flying,1
22,Fearow,425,63,86,61,58,59,98,1,0,Flying,1
22,Fearow,428,59,90,62,57,62,98,1,0,Flying,1
22,Fearow,446,67,92,63,62,63,99,1,0,Flying,1
22,Fearow,441,70,95,55,57,62,102,1,0,Flying,1
22,Fearow,445,63,93,62,61,61,105,1,0,Flying,1
22,Fearow,443,65,85,69,61,62,101,1,0,Flying,1
22,Fearow,431,63,90,66,56,61,95,1,0,Flying,1
22,Fearow,448,62,93,64,64,58,107,1,0,Flying,1
22,Fearow,449,70,87,67,62,63,100,1,0,Flying,1
22,Fearow,444,64,91,59,60,65,105,1,0,Flying,1
22,Fearow,450,67,91,63,64,58,107,1,0,Flying,1
22,Fearow,441,63,81,68,63,59,107,1,0,Flying,1
22,Fearow,438,63,86,69,57,55,108,1,0,Flying,1
22,Fearow,444,64,86,68,65,59,102,1,0,Flying,1
22,Fearow,454,60,88,62,67,63,114,1,0,Flying,1
22,Fearow,451,64,96,62,63,61,105,1,0,Flying,1
22,Fearow,448,70,97,66,58,64,93,1,0,Flying,1
22,Fearow,437,65,94,65,53,62,98,1,0,Flying,1
22,Fearow,428,70,81,66,59,60,92,1,0,Flying,1
22,Fearow,450,67,91,64,65,61,102,1,0,Flying,1
22,Fearow,443,67,89,63,62,61,101,1,0,Flying,1
22,Fearow,439,63,95,63,56,60,102,1,0,Flying,1
22,Fearow,442,61,89,63,62,60,107,1,0,Flying,1
22,Fearow,440,72,96,60,60,56,96,1,0,Flying,1
22,Fearow,438,63,88,62,62,63,100,1,0,Flying,1
22,Fearow,437,66,83,68,61,60,99,1,0,Flying,1
22,Fearow,446,66,91,67,60,55,107,1,0,Flying,1
22,Fearow,450,64,95,69,63,57,102,1,0,Flying,1
22,Fearow,433,55,90,66,64,61,97,1,0,Flying,1
22,Fearow,445,61,96,61,56,65,106,1,0,Flying,1
22,Fearow,452,65,99,66,60,52,110,1,0,Flying,1
22,Fearow,440,64,92,65,59,60,100,1,0,Flying,1
23,Ekans,288,35,60,44,40,54,55,1,0,Poison,0
23,Ekans,290,34,58,44,42,59,53,1,0,Poison,1
23,Ekans,280,32,57,41,41,58,51,1,0,Poison,1
23,Ekans,283,37,59,45,37,51,54,1,0,Poison,1
23,Ekans,294,35,64,45,40,53,57,1,0,Poison,1
23,Ekans,289,33,60,47,40,55,54,1,0,Poison,1
23,Ekans,293,37,64,44,38,54,56,1,0,Poison,1
23,Ekans,286,34,61,42,42,53,54,1,0,Poison,1
23,Ekans,285,31,58,46,42,55,53,1,0,Poison,1
23,Ekans,286,35,60,44,40,55,52,1,0,Poison,1
23,Ekans,294,38,62,43,39,57,55,1,0,Poison,1
23,Ekans,295,35,58,45,41,58,58,1,0,Poison,1
23,Ekans,290,39,61,48,38,49,55,1,0,Poison,1
23,Ekans,287,36,59,46,38,54,54,1,0,Poison,1
23,Ekans,284,34,63,41,41,53,52,1,0,Poison,1
23,Ekans,292,38,58,46,39,53,58,1,0,Poison,1
23,Ekans,284,37,56,42,42,54,53,1,0,Poison,1
23,Ekans,291,35,57,45,39,57,58,1,0,Poison,1
23,Ekans,282,35,55,44,43,50,55,1,0,Poison,1
23,Ekans,298,35,66,44,41,55,57,1,0,Poison,1
23,Ekans,293,35,62,44,44,57,51,1,0,Poison,1
23,Ekans,280,34,63,42,40,51,50,1,0,Poison,1
23,Ekans,285,35,55,46,41,54,54,1,0,Poison,1
23,Ekans,294,37,64,45,37,60,51,1,0,Poison,1
23,Ekans,291,36,63,44,37,54,57,1,0,Poison,1
23,Ekans,297,34,60,46,44,59,54,1,0,Poison,1
23,Ekans,296,36,64,46,40,56,54,1,0,Poison,1
23,Ekans,289,34,60,43,37,55,60,1,0,Poison,1
23,Ekans,300,35,61,46,41,56,61,1,0,Poison,1
23,Ekans,280,32,58,44,41,50,55,1,0,Poison,1
23,Ekans,288,36,61,44,39,55,53,1,0,Poison,1
23,Ekans,281,35,60,46,38,51,51,1,0,Poison,1
23,Ekans,289,34,61,44,43,54,53,1,0,Poison,1
23,Ekans,279,37,54,40,41,52,55,1,0,Poison,1
23,Ekans,287,34,60,45,40,55,53,1,0,Poison,1
23,Ekans,291,35,60,44,41,54,57,1,0,Poison,1
23,Ekans,290,37,56,45,41,54,57,1,0,Poison,1
23,Ekans,282,33,60,44,38,55,52,1,0,Poison,1
23,Ekans,299,38,64,46,35,59,57,1,0,Poison,1
23,Ekans,287,35,58,41,41,55,57,1,0,Poison,1
23,Ekans,280,34,61,42,37,51,55,1,0,Poison,1
23,Ekans,276,33,57,44,36,50,56,1,0,Poison,1
23,Ekans,295,37,60,45,41,55,57,1,0,Poison,1
23,Ekans,284,35,60,43,41,51,54,1,0,Poison,1
23,Ekans,281,31,60,42,39,50,59,1,0,Poison,1
23,Ekans,288,35,60,45,41,53,54,1,0,Poison,1
23,Ekans,289,37,64,44,41,46,57,1,0,Poison,1
23,Ekans,286,33,65,46,37,51,54,1,0,Poison,1
23,Ekans,288,39,58,45,39,54,53,1,0,Poison,1
23,Ekans,291,34,62,44,42,55,54,1,0,Poison,1
23,Ekans,291,34,60,46,43,50,58,1,0,Poison,1
23,Ekans,289,32,63,41,40,56,57,1,0,Poison,1
23,Ekans,278,36,58,42,40,50,52,1,0,Poison,1
23,Ekans,280,33,60,42,40,52,53,1,0,Poison,1
23,Ekans,282,37,60,40,40,53,52,1,0,Poison,1
23,Ekans,284,34,58,44,38,55,55,1,0,Poison,1
23,Ekans,283,34,57,43,37,55,57,1,0,Poison,1
23,Ekans,297,34,62,46,43,56,56,1,0,Poison,1
23,Ekans,293,36,58,44,42,58,55,1,0,Poison,1
23,Ekans,292,33,62,46,44,54,53,1,0,Poison,1
23,Ekans,291,32,59,46,40,56,58,1,0,Poison,1
23,Ekans,296,38,64,43,38,54,59,1,0,Poison,1
23,Ekans,295,35,61,49,41,56,53,1,0,Poison,1
23,Ekans,276,35,54,44,39,50,54,1,0,Poison,1
23,Ekans,280,34,56,43,39,52,56,1,0,Poison,1
23,Ekans,298,33,62,46,39,59,59,1,0,Poison,1
23,Ekans,291,36,58,46,39,58,54,1,0,Poison,1
23,Ekans,283,34,60,39,38,55,57,1,0,Poison,1
23,Ekans,288,35,63,47,41,49,53,1,0,Poison,1
23,Ekans,283,35,59,44,43,48,54,1,0,Poison,1
23,Ekans,282,33,59,45,41,54,50,1,0,Poison,1
23,Ekans,299,38,64,43,40,59,55,1,0,Poison,1
23,Ekans,281,35,62,43,40,52,49,1,0,Poison,1
23,Ekans,277,31,58,43,40,50,55,1,0,Poison,1
23,Ekans,292,37,59,43,39,57,57,1,0,Poison,1
23,Ekans,294,35,61,46,40,56,56,1,0,Poison,1
23,Ekans,286,37,57,44,39,53,56,1,0,Poison,1
23,Ekans,279,36,55,45,41,54,48,1,0,Poison,1
23,Ekans,292,37,59,46,42,54,54,1,0,Poison,1
23,Ekans,277,34,57,43,40,49,54,1,0,Poison,1
23,Ekans,274,33,56,41,40,51,53,1,0,Poison,1
23,Ekans,297,35,60,47,43,54,58,1,0,Poison,1
23,Ekans,300,39,57,47,38,57,62,1,0,Poison,1
23,Ekans,293,35,60,45,42,57,54,1,0,Poison,1
23,Ekans,282,30,55,43,40,55,59,1,0,Poison,1
23,Ekans,293,33,63,44,41,52,60,1,0,Poison,1
23,Ekans,293,35,58,47,42,54,57,1,0,Poison,1
23,Ekans,298,38,63,45,39,57,56,1,0,Poison,1
23,Ekans,286,36,58,44,40,54,54,1,0,Poison,1
23,Ekans,287,35,58,41,39,59,55,1,0,Poison,1
23,Ekans,290,36,61,46,42,52,53,1,0,Poison,1
23,Ekans,287,37,56,44,40,56,54,1,0,Poison,1
23,Ekans,293,36,64,46,43,50,54,1,0,Poison,1
23,Ekans,284,32,60,45,41,54,52,1,0,Poison,1
23,Ekans,296,32,62,48,43,56,55,1,0,Poison,1
23,Ekans,287,37,58,45,42,51,54,1,0,Poison,1
23,Ekans,283,35,59,46,36,50,57,1,0,Poison,1
23,Ekans,285,38,59,42,37,52,57,1,0,Poison,1
23,Ekans,296,34,64,45,44,51,58,1,0,Poison,1
23,Ekans,275,34,57,42,37,49,56,1,0,Poison,1
24,Arbok,438,60,85,69,65,79,80,1,0,Poison,0
24,Arbok,431,59,91,68,65,73,75,1,0,Poison,1
24,Arbok,428,58,82,70,64,78,76,1,0,Poison,1
24,Arbok,430,59,80,72,65,80,74,1,0,Poison,1
24,Arbok,447,64,86,71,69,79,78,1,0,Poison,1
24,Arbok,442,59,80,71,67,85,80,1,0,Poison,1
24,Arbok,418,59,76,68,69,75,71,1,0,Poison,1
24,Arbok,433,61,84,67,65,74,82,1,0,Poison,1
24,Arbok,440,58,82,68,66,81,85,1,0,Poison,1
24,Arbok,430,64,80,61,65,85,75,1,0,Poison,1
24,Arbok,444,60,84,76,66,82,76,1,0,Poison,1
24,Arbok,425,60,81,64,63,80,77,1,0,Poison,1
24,Arbok,442,58,84,69,65,88,78,1,0,Poison,1
24,Arbok,441,63,81,66,70,80,81,1,0,Poison,1
24,Arbok,436,58,87,67,67,78,79,1,0,Poison,1
24,Arbok,444,58,89,66,71,81,79,1,0,Poison,1
24,Arbok,453,59,87,73,62,85,87,1,0,Poison,1
24,Arbok,430,54,89,68,65,76,78,1,0,Poison,1
24,Arbok,419,54,79,64,63,80,79,1,0,Poison,1
24,Arbok,444,57,92,68,62,83,82,1,0,Poison,1
24,Arbok,420,61,82,63,65,70,79,1,0,Poison,1
24,Arbok,459,64,83,71,70,86,85,1,0,Poison,1
24,Arbok,454,62,95,71,61,79,86,1,0,Poison,1
24,Arbok,441,63,83,73,64,76,82,1,0,Poison,1
24,Arbok,438,59,84,71,64,80,80,1,0,Poison,1
24,Arbok,435,62,82,71,58,77,85,1,0,Poison,1
24,Arbok,437,60,81,70,68,81,77,1,0,Poison,1
24,Arbok,436,59,83,67,69,80,78,1,0,Poison,1
24,Arbok,446,62,89,63,66,82,84,1,0,Poison,1
24,Arbok,440,61,90,70,62,79,78,1,0,Poison,1
24,Arbok,435,63,85,69,65,77,76,1,0,Poison,1
24,Arbok,438,58,86,70,65,82,77,1,0,Poison,1
24,Arbok,437,61,82,68,69,77,80,1,0,Poison,1
24,Arbok,435,59,81,66,62,82,85,1,0,Poison,1
24,Arbok,438,57,83,65,67,80,86,1,0,Poison,1
24,Arbok,441,57,92,70,61,81,80,1,0,Poison,1
24,Arbok,424,55,81,65,64,76,83,1,0,Poison,1
24,Arbok,456,65,92,67,66,86,80,1,0,Poison,1
24,Arbok,445,60,80,65,67,81,92,1,0,Poison,1
24,Arbok,435,64,88,69,64,74,76,1,0,Poison,1
24,Arbok,443,59,83,69,72,78,82,1,0,Poison,1
24,Arbok,428,61,83,68,63,75,78,1,0,Poison,1
24,Arbok,437,62,87,72,63,74,79,1,0,Poison,1
24,Arbok,432,61,88,66,60,76,81,1,0,Poison,1
24,Arbok,433,61,81,69,64,79,79,1,0,Poison,1
24,Arbok,439,57,87,75,70,74,76,1,0,Poison,1
24,Arbok,428,55,95,66,64,75,73,1,0,Poison,1
24,Arbok,428,60,79,71,64,76,78,1,0,Poison,1
24,Arbok,444,59,84,68,64,79,90,1,0,Poison,1
24,Arbok,433,58,85,65,67,77,81,1,0,Poison,1
24,Arbok,432,56,88,69,65,73,81,1,0,Poison,1
24,Arbok,438,57,79,69,64,85,84,1,0,Poison,1
24,Arbok,455,64,92,68,68,76,87,1,0,Poison,1
24,Arbok,445,60,93,67,63,79,83,1,0,Poison,1
24,Arbok,436,62,79,72,63,84,76,1,0,Poison,1
24,Arbok,456,57,87,69,71,86,86,1,0,Poison,1
24,Arbok,430,62,86,75,58,78,71,1,0,Poison,1
24,Arbok,451,64,82,68,65,84,88,1,0,Poison,1
24,Arbok,432,58,87,70,63,78,76,1,0,Poison,1
24,Arbok,440,61,81,70,65,81,82,1,0,Poison,1
24,Arbok,434,62,84,76,65,71,76,1,0,Poison,1
24,Arbok,425,61,87,66,62,76,73,1,0,Poison,1
24,Arbok,453,64,85,70,64,90,80,1,0,Poison,1
24,Arbok,445,51,89,69,71,79,86,1,0,Poison,1
24,Arbok,434,59,84,65,61,81,84,1,0,Poison,1
24,Arbok,450,61,91,73,63,81,81,1,0,Poison,1
24,Arbok,439,60,79,69,68,81,82,1,0,Poison,1
24,Arbok,443,64,82,69,69,79,80,1,0,Poison,1
24,Arbok,430,58,86,66,63,78,79,1,0,Poison,1
24,Arbok,453,60,79,74,70,82,88,1,0,Poison,1
24,Arbok,438,60,86,68,63,81,80,1,0,Poison,1
24,Arbok,423,58,76,67,66,77,79,1,0,Poison,1
24,Arbok,443,57,86,75,64,80,81,1,0,Poison,1
24,Arbok,444,64,84,66,68,79,83,1,0,Poison,1
24,Arbok,438,66,89,68,63,73,79,1,0,Poison,1
24,Arbok,440,56,93,70,69,77,75,1,0,Poison,1
24,Arbok,447,60,94,71,65,80,77,1,0,Poison,1
24,Arbok,437,55,91,70,69,78,74,1,0,Poison,1
24,Arbok,438,63,85,72,65,73,80,1,0,Poison,1
24,Arbok,423,52,80,62,64,81,84,1,0,Poison,1
24,Arbok,440,60,78,73,67,81,81,1,0,Poison,1
24,Arbok,433,59,89,68,64,79,74,1,0,Poison,1
24,Arbok,425,54,80,68,67,80,76,1,0,Poison,1
24,Arbok,441,60,86,68,68,76,83,1,0,Poison,1
24,Arbok,432,58,77,72,67,81,77,1,0,Poison,1
24,Arbok,448,58,93,67,71,81,78,1,0,Poison,1
24,Arbok,431,58,85,67,61,83,77,1,0,Poison,1
24,Arbok,439,56,90,67,69,79,78,1,0,Poison,1
24,Arbok,433,60,86,68,70,75,74,1,0,Poison,1
24,Arbok,444,60,86,71,69,79,79,1,0,Poison,1
24,Arbok,439,55,90,71,65,82,76,1,0,Poison,1
24,Arbok,436,64,76,73,61,84,78,1,0,Poison,1
24,Arbok,432,57,78,77,64,77,79,1,0,Poison,1
24,Arbok,440,57,87,67,62,85,82,1,0,Poison,1
24,Arbok,423,57,81,61,65,77,82,1,0,Poison,1
24,Arbok,431,59,89,62,63,82,76,1,0,Poison,1
24,Arbok,429,56,87,68,66,80,72,1,0,Poison,1
24,Arbok,429,58,88,67,60,80,76,1,0,Poison,1
24,Arbok,436,63,81,70,65,79,78,1,0,Poison,1
24,Arbok,476,64,90,80,68,83,91,1,0,Poison,1
25,Pikachu,320,35,55,40,50,50,90,1,0,Electric,0
25,Pikachu,327,34,59,39,50,49,96,1,0,Electric,1
25,Pikachu,312,35,57,37,47,51,85,1,0,Electric,1
25,Pikachu,308,35,54,39,48,53,79,1,0,Electric,1
25,Pikachu,323,36,57,40,53,53,84,1,0,Electric,1
25,Pikachu,319,39,57,38,51,46,88,1,0,Electric,1
25,Pikachu,325,36,57,40,50,51,91,1,0,Electric,1
25,Pikachu,314,38,47,41,46,46,96,1,0,Electric,1
25,Pikachu,318,36,56,40,50,52,84,1,0,Electric,1
25,Pikachu,327,37,58,40,51,52,89,1,0,Electric,1
25,Pikachu,319,36,53,41,47,52,90,1,0,Electric,1
25,Pikachu,331,36,56,40,53,53,93,1,0,Electric,1
25,Pikachu,314,37,54,38,50,48,87,1,0,Electric,1
25,Pikachu,322,36,56,41,48,50,91,1,0,Electric,1
25,Pikachu,320,35,51,39,50,50,95,1,0,Electric,1
25,Pikachu,322,37,55,40,48,49,93,1,0,Electric,1
25,Pikachu,319,34,51,44,49,50,91,1,0,Electric,1
25,Pikachu,323,33,58,39,50,54,89,1,0,Electric,1
25,Pikachu,321,34,53,40,49,53,92,1,0,Electric,1
25,Pikachu,311,37,51,37,47,53,86,1,0,Electric,1
25,Pikachu,331,36,51,44,47,52,101,1,0,Electric,1
25,Pikachu,320,39,51,39,51,50,90,1,0,Electric,1
25,Pikachu,339,35,55,44,54,52,99,1,0,Electric,1
25,Pikachu,321,35,52,41,49,52,92,1,0,Electric,1
25,Pikachu,320,37,57,39,55,45,87,1,0,Electric,1
25,Pikachu,316,36,49,39,50,50,92,1,0,Electric,1
25,Pikachu,314,38,55,38,51,46,86,1,0,Electric,1
25,Pikachu,311,37,44,38,54,48,90,1,0,Electric,1
25,Pikachu,310,33,53,40,50,48,86,1,0,Electric,1
25,Pikachu,310,36,57,35,46,49,87,1,0,Electric,1
25,Pikachu,311,34,50,40,48,49,90,1,0,Electric,1
25,Pikachu,333,35,55,42,53,51,97,1,0,Electric,1
25,Pikachu,309,34,53,38,49,49,86,1,0,Electric,1
25,Pikachu,326,38,57,41,49,53,88,1,0,Electric,1
25,Pikachu,318,34,58,39,47,48,92,1,0,Electric,1
25,Pikachu,315,33,56,38,47,51,90,1,0,Electric,1
25,Pikachu,321,35,51,40,53,50,92,1,0,Electric,1
25,Pikachu,311,34,52,36,43,54,92,1,0,Electric,1
25,Pikachu,319,33,52,39,51,50,94,1,0,Electric,1
25,Pikachu,308,30,54,40,47,47,90,1,0,Electric,1
25,Pikachu,312,32,52,40,52,46,90,1,0,Electric,1
25,Pikachu,315,34,53,34,51,51,92,1,0,Electric,1
25,Pikachu,314,35,54,39,51,49,86,1,0,Electric,1
25,Pikachu,329,36,57,43,52,49,92,1,0,Electric,1
25,Pikachu,333,34,55,46,51,46,101,1,0,Electric,1
25,Pikachu,333,37,61,39,51,51,94,1,0,Electric,1
25,Pikachu,320,34,53,41,52,50,90,1,0,Electric,1
25,Pikachu,313,33,53,39,47,50,91,1,0,Electric,1
25,Pikachu,319,35,59,39,50,53,83,1,0,Electric,1
25,Pikachu,323,32,55,42,54,48,92,1,0,Electric,1
25,Pikachu,315,38,58,36,45,49,89,1,0,Electric,1
25,Pikachu,321,37,49,41,52,48,94,1,0,Electric,1
25,Pikachu,328,41,62,38,52,47,88,1,0,Electric,1
25,Pikachu,321,38,55,40,50,46,92,1,0,Electric,1
25,Pikachu,314,33,50,42,54,49,86,1,0,Electric,1
25,Pikachu,318,38,57,39,49,47,88,1,0,Electric,1
25,Pikachu,323,34,56,40,53,54,86,1,0,Electric,1
25,Pikachu,316,36,59,39,46,48,88,1,0,Electric,1
25,Pikachu,319,32,52,41,53,52,89,1,0,Electric,1
25,Pikachu,329,36,57,41,52,51,92,1,0,Electric,1
25,Pikachu,325,37,54,38,50,52,94,1,0,Electric,1
25,Pikachu,328,37,59,39,47,50,96,1,0,Electric,1
25,Pikachu,332,37,58,39,53,56,89,1,0,Electric,1
25,Pikachu,319,34,53,42,53,43,94,1,0,Electric,1
25,Pikachu,325,38,61,39,50,48,89,1,0,Electric,1
25,Pikachu,317,34,54,43,48,51,87,1,0,Electric,1
25,Pikachu,320,35,53,43,50,46,93,1,0,Electric,1
25,Pikachu,308,33,55,34,48,50,88,1,0,Electric,1
25,Pikachu,313,33,58,37,51,46,88,1,0,Electric,1
25,Pikachu,322,35,59,39,46,52,91,1,0,Electric,1
25,Pikachu,320,34,55,36,52,53,90,1,0,Electric,1
25,Pikachu,314,35,52,40,50,49,88,1,0,Electric,1
25,Pikachu,322,33,52,41,53,49,94,1,0,Electric,1
25,Pikachu,315,36,53,36,50,47,93,1,0,Electric,1
25,Pikachu,333,36,56,43,55,49,94,1,0,Electric,1
25,Pikachu,326,36,56,42,50,51,91,1,0,Electric,1
25,Pikachu,324,36,57,41,50,48,92,1,0,Electric,1
25,Pikachu,320,35,54,43,52,48,88,1,0,Electric,1
25,Pikachu,321,36,55,39,42,54,95,1,0,Electric,1
25,Pikachu,316,37,55,41,50,52,81,1,0,Electric,1
25,Pikachu,325,36,50,45,53,54,87,1,0,Electric,1
25,Pikachu,325,36,56,41,51,50,91,1,0,Electric,1
25,Pikachu,318,37,55,40,52,53,81,1,0,Electric,1
25,Pikachu,317,34,54,39,48,55,87,1,0,Electric,1
25,Pikachu,310,33,56,40,47,47,87,1,0,Electric,1
25,Pikachu,326,36,52,41,49,51,97,1,0,Electric,1
25,Pikachu,320,34,56,40,51,51,88,1,0,Electric,1
25,Pikachu,312,38,55,39,48,45,87,1,0,Electric,1
25,Pikachu,319,36,56,40,53,49,85,1,0,Electric,1
25,Pikachu,316,35,52,40,49,51,89,1,0,Electric,1
25,Pikachu,329,33,59,40,52,56,89,1,0,Electric,1
25,Pikachu,312,31,52,37,50,49,93,1,0,Electric,1
25,Pikachu,319,36,58,43,48,48,86,1,0,Electric,1
25,Pikachu,325,35,53,44,51,49,93,1,0,Electric,1
25,Pikachu,329,35,58,42,54,50,90,1,0,Electric,1
25,Pikachu,315,35,52,41,47,51,89,1,0,Electric,1
25,Pikachu,315,34,55,39,48,51,88,1,0,Electric,1
25,Pikachu,334,36,52,43,56,53,94,1,0,Electric,1
25,Pikachu,315,31,56,40,49,49,90,1,0,Electric,1
25,Pikachu,325,34,57,43,46,53,92,1,0,Electric,1
26,Raichu,485,60,90,55,90,80,110,1,0,Electric,0
26,Raichu,509,60,101,63,92,80,113,1,0,Electric,1
26,Raichu,476,61,95,54,87,77,102,1,0,Electric,1
26,Raichu,479,64,84,49,93,80,109,1,0,Electric,1
26,Raichu,473,61,96,55,83,76,102,1,0,Electric,1
26,Raichu,509,59,100,54,99,79,118,1,0,Electric,1
26,Raichu,492,63,86,55,93,79,116,1,0,Electric,1
26,Raichu,501,60,93,56,95,86,111,1,0,Electric,1
26,Raichu,494,59,90,58,91,79,117,1,0,Electric,1
26,Raichu,474,59,85,53,87,79,111,1,0,Electric,1
26,Raichu,484,60,92,54,89,79,110,1,0,Electric,1
26,Raichu,503,63,96,59,93,82,110,1,0,Electric,1
26,Raichu,476,64,81,58,86,74,113,1,0,Electric,1
26,Raichu,493,64,92,52,89,81,115,1,0,Electric,1
26,Raichu,480,62,87,52,89,76,114,1,0,Electric,1
26,Raichu,478,58,97,54,81,80,108,1,0,Electric,1
26,Raichu,483,55,92,54,97,78,107,1,0,Electric,1
26,Raichu,475,59,83,55,87,85,106,1,0,Electric,1
26,Raichu,474,60,87,54,91,78,104,1,0,Electric,1
26,Raichu,472,59,82,59,91,73,108,1,0,Electric,1
26,Raichu,496,60,88,59,97,80,112,1,0,Electric,1
26,Raichu,490,59,96,58,94,78,105,1,0,Electric,1
26,Raichu,486,54,86,56,90,81,119,1,0,Electric,1
26,Raichu,471,63,89,56,93,70,100,1,0,Electric,1
26,Raichu,496,61,90,56,94,82,113,1,0,Electric,1
26,Raichu,480,61,86,50,89,84,110,1,0,Electric,1
26,Raichu,507,65,82,62,92,82,124,1,0,Electric,1
26,Raichu,492,59,94,51,93,80,115,1,0,Electric,1
26,Raichu,483,62,83,56,89,81,112,1,0,Electric,1
26,Raichu,467,54,81,53,87,81,111,1,0,Electric,1
26,Raichu,494,57,92,58,91,82,114,1,0,Electric,1
26,Raichu,477,59,88,55,85,82,108,1,0,Electric,1
26,Raichu,479,59,95,57,86,73,109,1,0,Electric,1
26,Raichu,481,59,83,57,90,78,114,1,0,Electric,1
26,Raichu,498,60,92,56,97,79,114,1,0,Electric,1
26,Raichu,486,60,90,54,95,77,110,1,0,Electric,1
26,Raichu,488,61,90,56,88,80,113,1,0,Electric,1
26,Raichu,488,61,89,56,90,81,111,1,0,Electric,1
26,Raichu,477,59,89,53,91,77,108,1,0,Electric,1
26,Raichu,482,58,91,56,86,83,108,1,0,Electric,1
26,Raichu,483,61,91,55,85,81,110,1,0,Electric,1
26,Raichu,505,62,95,58,96,83,111,1,0,Electric,1
26,Raichu,484,59,90,51,94,81,109,1,0,Electric,1
26,Raichu,472,59,89,56,88,79,101,1,0,Electric,1
26,Raichu,493,59,87,51,99,83,114,1,0,Electric,1
26,Raichu,485,61,96,58,86,82,102,1,0,Electric,1
26,Raichu,479,58,87,51,90,83,110,1,0,Electric,1
26,Raichu,465,53,80,53,89,73,117,1,0,Electric,1
26,Raichu,494,65,86,53,92,84,114,1,0,Electric,1
26,Raichu,469,58,83,55,93,74,106,1,0,Electric,1
26,Raichu,489,63,89,53,84,89,111,1,0,Electric,1
26,Raichu,474,61,88,56,84,75,110,1,0,Electric,1
26,Raichu,475,62,82,51,86,79,115,1,0,Electric,1
26,Raichu,493,59,97,52,91,88,106,1,0,Electric,1
26,Raichu,482,61,87,54,87,89,104,1,0,Electric,1
26,Raichu,487,58,82,59,93,83,112,1,0,Electric,1
26,Raichu,465,56,91,54,80,79,105,1,0,Electric,1
26,Raichu,491,61,92,56,90,85,107,1,0,Electric,1
26,Raichu,484,57,84,54,93,82,114,1,0,Electric,1
26,Raichu,484,58,90,55,91,83,107,1,0,Electric,1
26,Raichu,481,59,94,52,92,74,110,1,0,Electric,1
26,Raichu,475,57,84,56,97,72,109,1,0,Electric,1
26,Raichu,481,59,97,52,91,83,99,1,0,Electric,1
26,Raichu,476,60,90,53,91,80,102,1,0,Electric,1
26,Raichu,482,62,85,57,88,84,106,1,0,Electric,1
26,Raichu,499,62,96,54,94,80,113,1,0,Electric,1
26,Raichu,480,61,93,53,88,72,113,1,0,Electric,1
26,Raichu,492,61,94,59,88,81,109,1,0,Electric,1
26,Raichu,493,59,94,51,93,82,114,1,0,Electric,1
26,Raichu,479,61,85,50,92,89,102,1,0,Electric,1
26,Raichu,489,59,92,54,95,79,110,1,0,Electric,1
26,Raichu,499,61,90,62,90,85,111,1,0,Electric,1
26,Raichu,475,63,92,58,84,76,102,1,0,Electric,1
26,Raichu,490,59,92,55,100,72,112,1,0,Electric,1
26,Raichu,475,58,89,51,83,83,111,1,0,Electric,1
26,Raichu,489,63,82,56,91,82,115,1,0,Electric,1
26,Raichu,489,59,90,54,85,86,115,1,0,Electric,1
26,Raichu,487,63,86,53,88,86,111,1,0,Electric,1
